city,date_time,temperature,humidity,wind_speed,weather_condition
Ankara,2025-04-30 12:00:00:00,20.6,40.19,16.6,"Yağmur, Parçalı Bulutlu"
Ankara,2025-04-30 13:00:00:00,21.3,38.68,19.2,"Yağmur, Parçalı Bulutlu"
Ankara,2025-04-30 14:00:00:00,22.0,37.24,21.8,"Yağmur, Bulutlu"
Ankara,2025-04-30 15:00:00:00,22.8,35.86,24.5,"Yağmur, Bulutlu"
Ankara,2025-04-30 16:00:00:00,21.4,39.96,19.1,"Yağmur, Bulutlu"
Ankara,2025-04-30 17:00:00:00,19.9,44.56,13.7,"Yağmur, Bulutlu"
Ankara,2025-04-30 18:00:00:00,18.6,49.74,8.3,"Yağmur, Bulutlu"
Ankara,2025-04-30 19:00:00:00,17.7,54.09,8.2,"Yağmur, Bulutlu"
Ankara,2025-04-30 20:00:00:00,16.8,58.84,8.0,"Yağmur, Bulutlu"
Ankara,2025-04-30 21:00:00:00,16.0,64.02,7.9,"Yağmur, Bulutlu"
Ankara,2025-04-30 22:00:00:00,14.9,70.42,7.6,Parçalı Bulutlu
Ankara,2025-04-30 23:00:00:00,13.8,77.49,7.2,Parçalı Bulutlu
Ankara,2025-05-01 00:00:00:00,12.7,85.32,6.8,Parçalı Bulutlu
Ankara,2025-05-01 01:00:00:00,12.4,85.68,9.1,Parçalı Bulutlu
Ankara,2025-05-01 02:00:00:00,12.2,86.04,11.4,Parçalı Bulutlu
Ankara,2025-05-01 03:00:00:00,12.0,86.4,13.7,Açık
Ankara,2025-05-01 04:00:00:00,11.9,86.97,11.4,Parçalı Bulutlu
Ankara,2025-05-01 05:00:00:00,11.8,87.55,9.1,Parçalı Bulutlu
Ankara,2025-05-01 06:00:00:00,11.7,88.13,6.8,Bulutlu
Ankara,2025-05-01 07:00:00:00,13.2,80.04,6.7,Bulutlu
Ankara,2025-05-01 08:00:00:00,14.7,72.78,6.6,Bulutlu
Ankara,2025-05-01 09:00:00:00,16.2,66.25,6.5,Bulutlu
Ankara,2025-05-01 10:00:00:00,17.6,57.32,6.8,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 11:00:00:00,19.0,49.62,7.2,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 12:00:00:00,20.4,42.98,7.6,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 13:00:00:00,19.3,48.26,15.1,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 14:00:00:00,18.2,54.21,22.7,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 15:00:00:00,17.1,60.91,30.2,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 16:00:00:00,15.4,63.18,28.7,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 17:00:00:00,13.8,65.59,27.1,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 18:00:00:00,12.2,68.15,25.6,"Yağmur, Bulutlu"
Ankara,2025-05-01 19:00:00:00,10.9,70.44,24.1,"Yağmur, Bulutlu"
Ankara,2025-05-01 20:00:00:00,9.6,72.85,22.7,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 21:00:00:00,8.4,75.39,21.2,"Yağmur, Parçalı Bulutlu"
Ankara,2025-05-01 22:00:00:00,8.4,74.17,19.7,Parçalı Bulutlu
Ankara,2025-05-01 23:00:00:00,8.4,72.97,18.1,Parçalı Bulutlu
Ankara,2025-05-02 00:00:00:00,8.5,71.79,16.6,Bulutlu
Ankara,2025-05-02 01:00:00:00,7.8,73.88,15.2,Bulutlu
Ankara,2025-05-02 02:00:00:00,7.1,76.06,13.9,Bulutlu
Ankara,2025-05-02 03:00:00:00,6.4,78.31,12.6,Bulutlu
Ankara,2025-05-02 04:00:00:00,6.7,75.81,12.5,Bulutlu
Ankara,2025-05-02 05:00:00:00,6.9,73.39,12.4,Bulutlu
Ankara,2025-05-02 06:00:00:00,7.3,71.05,12.2,Bulutlu
Ankara,2025-05-02 07:00:00:00,7.7,68.32,11.6,Bulutlu
Ankara,2025-05-02 08:00:00:00,8.1,65.7,11.0,Bulutlu
Ankara,2025-05-02 09:00:00:00,8.5,63.19,10.4,Bulutlu
Ankara,2025-05-02 10:00:00:00,8.9,61.08,9.1,Bulutlu
Ankara,2025-05-02 11:00:00:00,9.4,59.05,7.8,Bulutlu
Ankara,2025-05-02 12:00:00:00,9.9,57.09,6.5,Bulutlu
Ankara,2025-05-02 13:00:00:00,10.7,54.66,6.8,Bulutlu
Ankara,2025-05-02 14:00:00:00,11.6,52.35,7.2,Bulutlu
Ankara,2025-05-02 15:00:00:00,12.5,50.15,7.6,Bulutlu
Ankara,2025-05-02 16:00:00:00,12.3,50.94,8.6,Parçalı Bulutlu
Ankara,2025-05-02 17:00:00:00,12.1,51.73,9.7,Parçalı Bulutlu
Ankara,2025-05-02 18:00:00:00,11.9,52.55,10.8,Parçalı Bulutlu
Ankara,2025-05-02 19:00:00:00,10.8,55.73,7.9,Parçalı Bulutlu
Ankara,2025-05-02 20:00:00:00,9.8,59.15,5.0,Parçalı Bulutlu
Ankara,2025-05-02 21:00:00:00,8.8,62.81,2.2,Açık
Ankara,2025-05-02 22:00:00:00,8.2,64.5,2.2,Açık
Ankara,2025-05-02 23:00:00:00,7.7,66.25,2.2,Açık
Ankara,2025-05-03 00:00:00:00,7.2,68.06,2.2,Açık
Ankara,2025-05-03 01:00:00:00,6.9,69.14,2.5,Parçalı Bulutlu
Ankara,2025-05-03 02:00:00:00,6.6,70.24,2.9,Parçalı Bulutlu
Ankara,2025-05-03 03:00:00:00,6.3,71.37,3.2,Bulutlu
Ankara,2025-05-03 04:00:00:00,6.4,71.05,3.8,Parçalı Bulutlu
Ankara,2025-05-03 05:00:00:00,6.4,70.73,4.4,Parçalı Bulutlu
Ankara,2025-05-03 06:00:00:00,6.6,70.41,5.0,Parçalı Bulutlu
Ankara,2025-05-03 07:00:00:00,8.3,63.59,4.9,Parçalı Bulutlu
Ankara,2025-05-03 08:00:00:00,10.0,57.53,4.8,Bulutlu
Ankara,2025-05-03 09:00:00:00,11.7,52.12,4.7,Bulutlu
Ankara,2025-05-03 10:00:00:00,12.8,49.43,4.8,Bulutlu
Ankara,2025-05-03 11:00:00:00,14.0,46.91,4.9,Bulutlu
Ankara,2025-05-03 12:00:00:00,15.2,44.54,5.0,Bulutlu
Ankara,2025-05-03 13:00:00:00,15.7,43.67,8.3,Bulutlu
Ankara,2025-05-03 14:00:00:00,16.3,42.82,11.5,Bulutlu
Ankara,2025-05-03 15:00:00:00,16.9,41.98,14.8,Bulutlu
Ankara,2025-05-03 16:00:00:00,15.9,46.69,11.6,Bulutlu
Ankara,2025-05-03 17:00:00:00,15.0,51.92,8.5,Bulutlu
Ankara,2025-05-03 18:00:00:00,14.1,57.76,5.4,Bulutlu
Ankara,2025-05-03 19:00:00:00,13.2,61.95,7.1,Bulutlu
Ankara,2025-05-03 20:00:00:00,12.3,66.48,8.8,Bulutlu
Ankara,2025-05-03 21:00:00:00,11.5,71.37,10.4,Bulutlu
Ankara,2025-05-03 22:00:00:00,11.1,71.14,9.4,Bulutlu
Ankara,2025-05-03 23:00:00:00,10.8,70.91,8.3,Bulutlu
Ankara,2025-05-04 00:00:00:00,10.5,70.68,7.2,Bulutlu
Ankara,2025-05-04 01:00:00:00,10.1,71.43,7.2,Bulutlu
Ankara,2025-05-04 02:00:00:00,9.7,72.19,7.2,Bulutlu
Ankara,2025-05-04 03:00:00:00,9.3,72.96,7.2,Bulutlu
Ankara,2025-05-04 04:00:00:00,8.9,76.18,6.8,Bulutlu
Ankara,2025-05-04 05:00:00:00,8.5,79.56,6.5,Bulutlu
Ankara,2025-05-04 06:00:00:00,8.2,83.09,6.1,Bulutlu
Ankara,2025-05-04 07:00:00:00,8.3,80.27,6.4,Bulutlu
Ankara,2025-05-04 08:00:00:00,8.5,77.55,6.6,Bulutlu
Ankara,2025-05-04 09:00:00:00,8.7,74.91,6.8,Bulutlu
Ankara,2025-05-04 10:00:00:00,9.0,73.58,8.0,Bulutlu
Ankara,2025-05-04 11:00:00:00,9.3,72.28,9.2,Bulutlu
Ankara,2025-05-04 12:00:00:00,9.6,71.0,10.4,Bulutlu
Ankara,2025-05-04 13:00:00:00,9.9,70.57,9.2,Bulutlu
Ankara,2025-05-04 14:00:00:00,10.2,70.13,8.0,Bulutlu
Ankara,2025-05-04 15:00:00:00,10.5,69.71,6.8,Bulutlu
Ankara,2025-05-04 16:00:00:00,10.7,68.8,5.8,Bulutlu
Ankara,2025-05-04 17:00:00:00,11.0,67.9,4.7,Bulutlu
Ankara,2025-05-04 18:00:00:00,11.3,67.02,3.6,Bulutlu
Ankara,2025-05-04 19:00:00:00,10.3,71.47,2.8,Bulutlu
Ankara,2025-05-04 20:00:00:00,9.3,76.25,1.9,Parçalı Bulutlu
Ankara,2025-05-04 21:00:00:00,8.3,81.39,1.1,Parçalı Bulutlu
Ankara,2025-05-04 22:00:00:00,7.8,82.46,1.8,Parçalı Bulutlu
Ankara,2025-05-04 23:00:00:00,7.3,83.56,2.5,Parçalı Bulutlu
Ankara,2025-05-05 00:00:00:00,6.9,84.69,3.2,Açık
Ankara,2025-05-05 01:00:00:00,6.5,85.24,2.8,Açık
Ankara,2025-05-05 02:00:00:00,6.2,85.81,2.3,Açık
Ankara,2025-05-05 03:00:00:00,5.9,86.38,1.8,Açık
Ankara,2025-05-05 04:00:00:00,5.7,86.77,1.7,Açık
Ankara,2025-05-05 05:00:00:00,5.5,87.16,1.6,Açık
Ankara,2025-05-05 06:00:00:00,5.4,87.55,1.4,Açık
Ankara,2025-05-05 07:00:00:00,7.3,80.12,1.4,Açık
Ankara,2025-05-05 08:00:00:00,9.2,73.45,1.4,Açık
Ankara,2025-05-05 09:00:00:00,11.1,67.45,1.4,Açık
Ankara,2025-05-05 10:00:00:00,12.4,59.8,3.8,Açık
Ankara,2025-05-05 11:00:00:00,13.8,53.06,6.2,Açık
Ankara,2025-05-05 12:00:00:00,15.2,47.13,8.6,Açık
Ankara,2025-05-05 13:00:00:00,16.0,43.45,9.8,Açık
Ankara,2025-05-05 14:00:00:00,16.9,40.07,11.0,Açık
Ankara,2025-05-05 15:00:00:00,17.8,36.96,12.2,Açık
Ankara,2025-05-05 16:00:00:00,17.6,36.4,11.8,Açık
Ankara,2025-05-05 17:00:00:00,17.5,35.85,11.3,Açık
Ankara,2025-05-05 18:00:00:00,17.4,35.3,10.8,Açık
Ankara,2025-05-05 19:00:00:00,15.5,39.93,8.6,Açık
Ankara,2025-05-05 20:00:00:00,13.6,45.26,6.5,Açık
Ankara,2025-05-05 21:00:00:00,11.7,51.38,4.3,Açık
Ankara,2025-05-05 22:00:00:00,11.3,52.01,4.6,Açık
Ankara,2025-05-05 23:00:00:00,10.9,52.65,4.8,Açık
Ankara,2025-05-06 00:00:00:00,10.5,53.3,5.0,Parçalı Bulutlu
Ankara,2025-05-06 01:00:00:00,10.1,54.36,5.2,Açık
Ankara,2025-05-06 02:00:00:00,9.7,55.45,5.3,Açık
Ankara,2025-05-06 03:00:00:00,9.4,56.56,5.4,Açık
Ankara,2025-05-06 04:00:00:00,9.2,59.13,6.2,Açık
Ankara,2025-05-06 05:00:00:00,8.9,61.82,7.1,Açık
Ankara,2025-05-06 06:00:00:00,8.8,64.62,7.9,Açık
Ankara,2025-05-06 07:00:00:00,10.9,59.14,7.6,Açık
Ankara,2025-05-06 08:00:00:00,12.9,54.22,7.2,Açık
Ankara,2025-05-06 09:00:00:00,15.1,49.81,6.8,Açık
Ankara,2025-05-06 10:00:00:00,16.7,43.94,5.4,Açık
Ankara,2025-05-06 11:00:00:00,18.3,38.8,4.0,Açık
Ankara,2025-05-06 12:00:00:00,19.9,34.3,2.5,Açık
Ankara,2025-05-06 13:00:00:00,20.6,32.08,5.3,Parçalı Bulutlu
Ankara,2025-05-06 14:00:00:00,21.3,30.02,8.0,Parçalı Bulutlu
Ankara,2025-05-06 15:00:00:00,22.0,28.09,10.8,Bulutlu
Ankara,2025-05-06 16:00:00:00,21.8,28.51,8.2,Bulutlu
Ankara,2025-05-06 17:00:00:00,21.6,28.94,5.5,Bulutlu
Ankara,2025-05-06 18:00:00:00,21.5,29.37,2.9,Bulutlu
Ankara,2025-05-06 19:00:00:00,20.0,32.52,3.6,Bulutlu
Ankara,2025-05-06 20:00:00:00,18.5,36.04,4.3,Bulutlu
Ankara,2025-05-06 21:00:00:00,17.0,39.99,5.0,Bulutlu
Ankara,2025-05-06 22:00:00:00,16.4,41.27,6.2,Bulutlu
Ankara,2025-05-06 23:00:00:00,15.9,42.6,7.4,Bulutlu
Izmir,2025-04-22 00:00:00:00,13.0,82.0,3.6,Parçalı Bulutlu
Izmir,2025-04-22 01:00:00:00,13.0,82.0,3.6,Parçalı Bulutlu
Izmir,2025-04-22 02:00:00:00,12.0,81.87,3.6,Parçalı Bulutlu
Izmir,2025-04-22 03:00:00:00,12.0,81.87,3.6,Parçalı Bulutlu
Izmir,2025-04-22 04:00:00:00,11.0,87.47,0.0,Parçalı Bulutlu
Izmir,2025-04-22 05:00:00:00,10.0,87.38,0.0,Parçalı Bulutlu
Izmir,2025-04-22 06:00:00:00,9.0,87.28,0.0,Parçalı Bulutlu
Izmir,2025-04-22 07:00:00:00,10.0,87.38,0.0,Parçalı Bulutlu
Izmir,2025-04-22 08:00:00:00,13.0,82.0,5.4,Açık
Izmir,2025-04-22 09:00:00:00,18.0,67.96,3.6,Açık
Izmir,2025-04-22 10:00:00:00,20.0,59.99,5.4,Açık
Izmir,2025-04-22 11:00:00:00,21.0,56.4,7.6,Açık
Izmir,2025-04-22 12:00:00:00,23.0,49.92,5.4,Parçalı Bulutlu
Izmir,2025-04-22 13:00:00:00,25.0,50.45,13.0,Parçalı Bulutlu
Izmir,2025-04-22 14:00:00:00,24.0,53.56,16.6,Parçalı Bulutlu
Izmir,2025-04-22 15:00:00:00,24.0,50.19,9.4,Parçalı Bulutlu
Izmir,2025-04-22 16:00:00:00,24.0,50.19,11.2,Parçalı Bulutlu
Izmir,2025-04-22 17:00:00:00,25.0,44.27,11.2,Parçalı Bulutlu
Izmir,2025-04-22 18:00:00:00,24.0,47.0,9.4,Parçalı Bulutlu
Izmir,2025-04-22 19:00:00:00,22.0,56.65,14.8,Parçalı Bulutlu
Izmir,2025-04-22 20:00:00:00,20.0,59.99,13.0,Parçalı Bulutlu
Izmir,2025-04-22 21:00:00:00,20.0,59.99,14.8,Parçalı Bulutlu
Izmir,2025-04-22 22:00:00:00,16.3,72.26,1.1,Bulutlu
Izmir,2025-04-22 23:00:00:00,15.5,73.57,3.6,Bulutlu
Izmir,2025-04-23 00:00:00:00,14.7,76.94,2.9,Bulutlu
Izmir,2025-04-23 01:00:00:00,13.5,82.07,4.7,Parçalı Bulutlu
Izmir,2025-04-23 02:00:00:00,13.3,81.49,4.0,Parçalı Bulutlu
Izmir,2025-04-23 03:00:00:00,13.2,81.48,3.6,Parçalı Bulutlu
Izmir,2025-04-23 04:00:00:00,12.9,82.54,2.9,Açık
Izmir,2025-04-23 05:00:00:00,12.3,84.71,3.6,Açık
Izmir,2025-04-23 06:00:00:00,12.2,85.27,0.7,Açık
Izmir,2025-04-23 07:00:00:00,12.1,86.41,2.2,Açık
Izmir,2025-04-23 08:00:00:00,13.6,79.92,2.2,Açık
Izmir,2025-04-23 09:00:00:00,17.0,64.24,6.5,Açık
Izmir,2025-04-23 10:00:00:00,18.8,59.7,7.9,Parçalı Bulutlu
Izmir,2025-04-23 11:00:00:00,20.4,54.41,10.1,Parçalı Bulutlu
Izmir,2025-04-23 12:00:00:00,21.3,50.47,14.4,Parçalı Bulutlu
Izmir,2025-04-23 13:00:00:00,22.1,49.03,18.0,Parçalı Bulutlu
Izmir,2025-04-23 14:00:00:00,23.0,44.6,19.1,Parçalı Bulutlu
Izmir,2025-04-23 15:00:00:00,23.4,38.57,20.2,Parçalı Bulutlu
Izmir,2025-04-23 16:00:00:00,23.0,38.98,18.7,Bulutlu
Izmir,2025-04-23 17:00:00:00,22.6,40.21,17.3,Bulutlu
Izmir,2025-04-23 18:00:00:00,21.3,42.08,14.4,Parçalı Bulutlu
Izmir,2025-04-23 19:00:00:00,20.4,44.78,9.4,Parçalı Bulutlu
Izmir,2025-04-23 20:00:00:00,18.7,48.43,5.8,Açık
Izmir,2025-04-23 21:00:00:00,17.3,52.53,3.6,Açık
Izmir,2025-04-23 22:00:00:00,16.4,57.15,2.2,Bulutlu
Izmir,2025-04-23 23:00:00:00,16.1,58.65,1.8,Parçalı Bulutlu
Izmir,2025-04-24 00:00:00:00,15.2,59.64,2.9,Bulutlu
Izmir,2025-04-24 01:00:00:00,14.5,60.71,3.2,Bulutlu
Izmir,2025-04-24 02:00:00:00,13.8,63.09,4.3,Bulutlu
Izmir,2025-04-24 03:00:00:00,13.1,66.94,4.7,Bulutlu
Izmir,2025-04-24 04:00:00:00,12.7,70.14,4.0,Bulutlu
Izmir,2025-04-24 05:00:00:00,12.5,70.59,5.0,Bulutlu
Izmir,2025-04-24 06:00:00:00,12.2,71.01,5.0,Bulutlu
Izmir,2025-04-24 07:00:00:00,11.7,71.9,5.8,Bulutlu
Izmir,2025-04-24 08:00:00:00,13.6,69.85,5.4,Bulutlu
Izmir,2025-04-24 09:00:00:00,16.5,63.28,4.7,Bulutlu
Izmir,2025-04-24 10:00:00:00,17.9,61.51,2.2,Bulutlu
Izmir,2025-04-24 11:00:00:00,18.8,64.64,4.7,Bulutlu
Izmir,2025-04-24 12:00:00:00,20.2,57.71,4.7,Bulutlu
Izmir,2025-04-24 13:00:00:00,21.3,51.83,5.0,Bulutlu
Izmir,2025-04-24 14:00:00:00,20.5,56.65,11.5,Bulutlu
Izmir,2025-04-24 15:00:00:00,20.7,50.98,10.1,Bulutlu
Izmir,2025-04-24 16:00:00:00,20.3,50.2,10.8,Bulutlu
Izmir,2025-04-24 17:00:00:00,19.6,50.69,9.7,Bulutlu
Izmir,2025-04-24 18:00:00:00,19.2,53.03,7.2,Bulutlu
Izmir,2025-04-24 19:00:00:00,18.4,60.01,4.7,Parçalı Bulutlu
Izmir,2025-04-24 20:00:00:00,17.0,70.04,1.4,Bulutlu
Izmir,2025-04-24 21:00:00:00,15.3,79.63,4.3,Bulutlu
Izmir,2025-04-24 22:00:00:00,13.8,88.31,6.5,Bulutlu
Izmir,2025-04-24 23:00:00:00,13.6,88.88,7.2,Parçalı Bulutlu
Izmir,2025-04-25 00:00:00:00,13.5,88.28,6.8,Bulutlu
Izmir,2025-04-25 01:00:00:00,12.9,90.0,6.5,Parçalı Bulutlu
Izmir,2025-04-25 02:00:00:00,12.8,91.2,6.5,Parçalı Bulutlu
Izmir,2025-04-25 03:00:00:00,12.9,91.81,6.5,Bulutlu
Izmir,2025-04-25 04:00:00:00,12.5,91.78,5.8,Parçalı Bulutlu
Izmir,2025-04-25 05:00:00:00,12.3,91.77,6.5,Parçalı Bulutlu
Izmir,2025-04-25 06:00:00:00,12.4,91.17,6.5,Parçalı Bulutlu
Izmir,2025-04-25 07:00:00:00,12.7,91.19,5.8,Parçalı Bulutlu
Izmir,2025-04-25 08:00:00:00,14.7,84.97,6.1,Parçalı Bulutlu
Izmir,2025-04-25 09:00:00:00,16.2,78.2,8.6,Parçalı Bulutlu
Izmir,2025-04-25 10:00:00:00,17.8,68.37,8.3,Parçalı Bulutlu
Izmir,2025-04-25 11:00:00:00,19.4,59.45,5.0,Parçalı Bulutlu
Izmir,2025-04-25 12:00:00:00,20.2,54.0,3.2,Bulutlu
Izmir,2025-04-25 13:00:00:00,21.1,51.09,6.1,Bulutlu
Izmir,2025-04-25 14:00:00:00,19.9,64.04,10.8,Bulutlu
Izmir,2025-04-25 15:00:00:00,19.9,60.76,11.2,Bulutlu
Izmir,2025-04-25 16:00:00:00,19.7,61.92,9.1,"Yağmur, Bulutlu"
Izmir,2025-04-25 17:00:00:00,19.4,63.11,7.1,"Yağmur, Bulutlu"
Izmir,2025-04-25 18:00:00:00,19.3,64.32,5.0,"Yağmur, Bulutlu"
Izmir,2025-04-25 19:00:00:00,18.1,70.87,4.3,"Yağmur, Parçalı Bulutlu"
Izmir,2025-04-25 20:00:00:00,16.9,78.13,3.6,"Yağmur, Parçalı Bulutlu"
Izmir,2025-04-25 21:00:00:00,15.7,86.2,2.9,Yağmur
Izmir,2025-04-25 22:00:00:00,14.8,87.43,3.8,Açık
Izmir,2025-04-25 23:00:00:00,13.9,88.7,4.8,Parçalı Bulutlu
Izmir,2025-04-26 00:00:00:00,13.0,90.01,5.8,Parçalı Bulutlu
Izmir,2025-04-26 01:00:00:00,12.7,90.79,5.4,Parçalı Bulutlu
Izmir,2025-04-26 02:00:00:00,12.4,91.57,5.0,Parçalı Bulutlu
Izmir,2025-04-26 03:00:00:00,12.1,92.37,4.7,Açık
Izmir,2025-04-26 04:00:00:00,11.8,92.56,5.0,Açık
Izmir,2025-04-26 05:00:00:00,11.6,92.75,5.4,Açık
Izmir,2025-04-26 06:00:00:00,11.4,92.95,5.8,Açık
Izmir,2025-04-26 07:00:00:00,13.1,87.67,4.3,Açık
Izmir,2025-04-26 08:00:00:00,14.9,82.79,2.9,Açık
Izmir,2025-04-26 09:00:00:00,16.7,78.27,1.4,Açık
Izmir,2025-04-26 10:00:00:00,18.2,67.71,3.5,Açık
Izmir,2025-04-26 11:00:00:00,19.7,58.63,5.5,Açık
Izmir,2025-04-26 12:00:00:00,21.3,50.8,7.6,Açık
Izmir,2025-04-26 13:00:00:00,21.9,47.17,9.4,Açık
Izmir,2025-04-26 14:00:00:00,22.6,43.81,11.2,Açık
Izmir,2025-04-26 15:00:00:00,23.3,40.68,13.0,Açık
Izmir,2025-04-26 16:00:00:00,22.9,39.93,13.9,Açık
Izmir,2025-04-26 17:00:00:00,22.4,39.19,14.9,Açık
Izmir,2025-04-26 18:00:00:00,22.1,38.46,15.8,Açık
Izmir,2025-04-26 19:00:00:00,20.4,47.82,11.0,Açık
Izmir,2025-04-26 20:00:00:00,18.7,59.43,6.2,Açık
Izmir,2025-04-26 21:00:00:00,17.1,73.85,1.4,Açık
Izmir,2025-04-26 22:00:00:00,16.1,75.82,2.4,Açık
Izmir,2025-04-26 23:00:00:00,15.1,77.86,3.4,Açık
Izmir,2025-04-27 00:00:00:00,14.1,79.99,4.3,Açık
Izmir,2025-04-27 01:00:00:00,13.6,79.75,5.3,Açık
Izmir,2025-04-27 02:00:00:00,13.2,79.51,6.2,Açık
Izmir,2025-04-27 03:00:00:00,12.8,79.27,7.2,Açık
Izmir,2025-04-27 04:00:00:00,12.5,80.31,7.3,Açık
Izmir,2025-04-27 05:00:00:00,12.2,81.36,7.4,Açık
Izmir,2025-04-27 06:00:00:00,12.0,82.43,7.6,Açık
Izmir,2025-04-27 07:00:00:00,12.9,74.61,5.4,Açık
Izmir,2025-04-27 08:00:00:00,14.9,66.87,5.8,Açık
Izmir,2025-04-27 09:00:00:00,16.8,58.43,6.8,Açık
Izmir,2025-04-27 10:00:00:00,18.4,53.18,7.6,Açık
Izmir,2025-04-27 11:00:00:00,19.7,48.37,9.0,Parçalı Bulutlu
Izmir,2025-04-27 12:00:00:00,20.6,45.14,10.8,Bulutlu
Izmir,2025-04-27 13:00:00:00,21.3,42.36,11.2,Parçalı Bulutlu
Izmir,2025-04-27 14:00:00:00,22.1,38.99,11.2,Açık
Izmir,2025-04-27 15:00:00:00,22.6,36.3,10.8,Açık
Izmir,2025-04-27 16:00:00:00,22.4,36.68,10.8,Açık
Izmir,2025-04-27 17:00:00:00,22.3,37.06,10.8,Parçalı Bulutlu
Izmir,2025-04-27 18:00:00:00,22.2,37.45,10.8,Parçalı Bulutlu
Izmir,2025-04-27 19:00:00:00,19.7,47.2,12.4,Parçalı Bulutlu
Izmir,2025-04-27 20:00:00:00,17.3,59.62,13.9,Parçalı Bulutlu
Izmir,2025-04-27 21:00:00:00,14.9,75.45,15.5,Bulutlu
Izmir,2025-04-27 22:00:00:00,14.0,77.7,14.8,Parçalı Bulutlu
Izmir,2025-04-27 23:00:00:00,13.1,80.03,14.0,Parçalı Bulutlu
Izmir,2025-04-28 00:00:00:00,12.3,82.46,13.3,Parçalı Bulutlu
Izmir,2025-04-28 01:00:00:00,11.7,83.52,13.1,Parçalı Bulutlu
Izmir,2025-04-28 02:00:00:00,11.2,84.59,12.8,Açık
Izmir,2025-04-28 03:00:00:00,10.7,85.69,12.6,Açık
Izmir,2025-04-28 04:00:00:00,10.2,87.01,13.0,Açık
Izmir,2025-04-28 05:00:00:00,9.8,88.36,13.3,Açık
Izmir,2025-04-28 06:00:00:00,9.4,89.74,13.7,Parçalı Bulutlu
Izmir,2025-04-28 07:00:00:00,10.5,84.13,13.9,Parçalı Bulutlu
Izmir,2025-04-28 08:00:00:00,11.7,78.93,14.2,Parçalı Bulutlu
Izmir,2025-04-28 09:00:00:00,12.9,74.11,14.4,Parçalı Bulutlu
Izmir,2025-04-28 10:00:00:00,14.8,66.71,13.8,Parçalı Bulutlu
Izmir,2025-04-28 11:00:00:00,16.8,60.17,13.2,Parçalı Bulutlu
Izmir,2025-04-28 12:00:00:00,18.8,54.37,12.6,Açık
Izmir,2025-04-28 13:00:00:00,19.8,51.43,12.1,Açık
Izmir,2025-04-28 14:00:00:00,20.8,48.67,11.6,Açık
Izmir,2025-04-28 15:00:00:00,21.8,46.09,11.2,Açık
Izmir,2025-04-28 16:00:00:00,21.4,47.88,10.9,Parçalı Bulutlu
Izmir,2025-04-28 17:00:00:00,21.0,49.73,10.7,Parçalı Bulutlu
Izmir,2025-04-28 18:00:00:00,20.7,51.67,10.4,Bulutlu
Izmir,2025-04-28 19:00:00:00,18.9,57.64,11.3,Parçalı Bulutlu
Izmir,2025-04-28 20:00:00:00,17.1,64.41,12.1,Parçalı Bulutlu
Izmir,2025-04-28 21:00:00:00,15.3,72.08,13.0,Parçalı Bulutlu
Izmir,2025-04-28 22:00:00:00,14.4,73.06,12.2,Parçalı Bulutlu
Izmir,2025-04-28 23:00:00:00,13.6,74.07,11.5,Açık
Izmir,2025-04-29 00:00:00:00,12.8,75.1,10.8,Açık
Izmir,2025-04-29 01:00:00:00,12.4,76.06,10.6,Açık
Izmir,2025-04-29 02:00:00:00,12.0,77.04,10.3,Açık
Izmir,2025-04-29 03:00:00:00,11.7,78.04,10.1,Açık
Izmir,2025-04-29 04:00:00:00,11.5,78.55,9.2,Parçalı Bulutlu
Izmir,2025-04-29 05:00:00:00,11.3,79.06,8.4,Parçalı Bulutlu
Izmir,2025-04-29 06:00:00:00,11.2,79.58,7.6,Bulutlu
Izmir,2025-04-29 07:00:00:00,12.1,76.19,7.0,Bulutlu
Izmir,2025-04-29 08:00:00:00,13.1,72.99,6.4,Bulutlu
Izmir,2025-04-29 09:00:00:00,14.1,69.94,5.8,Bulutlu
Izmir,2025-04-29 10:00:00:00,16.0,63.88,5.4,Parçalı Bulutlu
Izmir,2025-04-29 11:00:00:00,17.9,58.45,5.0,Parçalı Bulutlu
Izmir,2025-04-29 12:00:00:00,19.9,53.57,4.7,Parçalı Bulutlu
Izmir,2025-04-29 13:00:00:00,20.6,51.66,6.4,Parçalı Bulutlu
Izmir,2025-04-29 14:00:00:00,21.4,49.83,8.0,Parçalı Bulutlu
Izmir,2025-04-29 15:00:00:00,22.2,48.08,9.7,Bulutlu
Izmir,2025-04-29 16:00:00:00,21.4,51.28,10.1,Bulutlu
Izmir,2025-04-29 17:00:00:00,20.6,54.71,10.4,Bulutlu
Izmir,2025-04-29 18:00:00:00,19.8,58.38,10.8,Bulutlu
Izmir,2025-04-29 19:00:00:00,18.4,63.43,8.8,Bulutlu
Izmir,2025-04-29 20:00:00:00,17.0,68.98,6.7,Bulutlu
