city,date_time,temperature,humidity,wind_speed,weather_condition
Izmir,2025-04-29 21:00:00:00,15.7,75.09,4.7,Bulutlu
Izmir,2025-04-29 22:00:00:00,15.3,76.36,3.7,Bulutlu
Izmir,2025-04-29 23:00:00:00,14.9,77.66,2.8,Bulutlu
Izmir,2025-04-30 00:00:00:00,14.5,78.99,1.8,Bulutlu
Izmir,2025-04-30 01:00:00:00,14.4,79.33,1.8,Bulutlu
Izmir,2025-04-30 02:00:00:00,14.3,79.67,1.8,Parçalı Bulutlu
Izmir,2025-04-30 03:00:00:00,14.3,80.02,1.8,Parçalı Bulutlu
Izmir,2025-04-30 04:00:00:00,13.9,81.58,1.9,Parçalı Bulutlu
Izmir,2025-04-30 05:00:00:00,13.6,83.18,2.0,Bulutlu
Izmir,2025-04-30 06:00:00:00,13.3,84.82,2.2,Bulutlu
Izmir,2025-04-30 07:00:00:00,13.5,84.85,2.4,Bulutlu
Izmir,2025-04-30 08:00:00:00,13.8,84.88,2.6,Bulutlu
Izmir,2025-04-30 09:00:00:00,14.1,84.91,2.9,Bulutlu
Izmir,2025-04-30 10:00:00:00,14.6,82.39,3.2,Bulutlu
Izmir,2025-04-30 11:00:00:00,15.1,79.96,3.6,Bulutlu
Izmir,2025-04-30 12:00:00:00,15.7,77.61,4.0,Bulutlu
Izmir,2025-04-30 13:00:00:00,15.9,77.98,4.3,Bulutlu
Izmir,2025-04-30 14:00:00:00,16.1,78.36,4.7,Bulutlu
Izmir,2025-04-30 15:00:00:00,16.3,78.73,5.0,Bulutlu
Izmir,2025-04-30 16:00:00:00,16.1,78.37,4.1,Bulutlu
Izmir,2025-04-30 17:00:00:00,16.0,78.0,3.1,Bulutlu
Izmir,2025-04-30 18:00:00:00,15.9,77.64,2.2,Parçalı Bulutlu
Izmir,2025-04-30 19:00:00:00,14.8,82.23,4.6,Parçalı Bulutlu
Izmir,2025-04-30 20:00:00:00,13.7,87.14,7.0,Parçalı Bulutlu
Izmir,2025-04-30 21:00:00:00,12.6,92.4,9.4,Açık
Izmir,2025-04-30 22:00:00:00,12.2,92.18,8.5,Açık
Izmir,2025-04-30 23:00:00:00,11.9,91.95,7.7,Açık
Izmir,2025-05-01 00:00:00:00,11.6,91.73,6.8,Açık
Izmir,2025-05-01 01:00:00:00,11.3,92.12,6.7,Açık
Izmir,2025-05-01 02:00:00:00,11.1,92.52,6.6,Parçalı Bulutlu
Izmir,2025-05-01 03:00:00:00,10.9,92.92,6.5,Parçalı Bulutlu
Izmir,2025-05-01 04:00:00:00,10.9,93.34,7.1,Parçalı Bulutlu
Izmir,2025-05-01 05:00:00:00,10.9,93.76,7.7,Parçalı Bulutlu
Izmir,2025-05-01 06:00:00:00,11.0,94.18,8.3,Parçalı Bulutlu
Izmir,2025-05-01 07:00:00:00,11.2,92.11,9.4,Bulutlu
Izmir,2025-05-01 08:00:00:00,11.4,90.1,10.4,Bulutlu
Izmir,2025-05-01 09:00:00:00,11.7,88.13,11.5,Bulutlu
Izmir,2025-05-01 10:00:00:00,11.8,84.28,12.5,Bulutlu
Izmir,2025-05-01 11:00:00:00,11.9,80.58,13.4,Parçalı Bulutlu
Izmir,2025-05-01 12:00:00:00,12.0,77.03,14.4,Parçalı Bulutlu
Izmir,2025-05-01 13:00:00:00,12.6,70.14,14.6,Parçalı Bulutlu
Izmir,2025-05-01 14:00:00:00,13.3,63.86,14.9,Bulutlu
Izmir,2025-05-01 15:00:00:00,14.0,58.13,15.1,Bulutlu
Izmir,2025-05-01 16:00:00:00,13.5,60.76,15.8,Bulutlu
Izmir,2025-05-01 17:00:00:00,13.0,63.5,16.6,Bulutlu
Izmir,2025-05-01 18:00:00:00,12.6,66.38,17.3,Bulutlu
Izmir,2025-05-01 19:00:00:00,11.7,69.32,17.5,Parçalı Bulutlu
Izmir,2025-05-01 20:00:00:00,10.9,72.42,17.8,Parçalı Bulutlu
Izmir,2025-05-01 21:00:00:00,10.1,75.68,18.0,Parçalı Bulutlu
Izmir,2025-05-01 22:00:00:00,9.4,78.41,16.8,Parçalı Bulutlu
Izmir,2025-05-01 23:00:00:00,8.7,81.26,15.6,Açık
Izmir,2025-05-02 00:00:00:00,8.1,84.23,14.4,Açık
Izmir,2025-05-02 01:00:00:00,7.8,85.38,13.7,Açık
Izmir,2025-05-02 02:00:00:00,7.5,86.54,13.0,Açık
Izmir,2025-05-02 03:00:00:00,7.2,87.72,12.2,Açık
Izmir,2025-05-02 04:00:00:00,6.9,88.51,12.7,Açık
Izmir,2025-05-02 05:00:00:00,6.6,89.32,13.2,Açık
Izmir,2025-05-02 06:00:00:00,6.4,90.13,13.7,Açık
Izmir,2025-05-02 07:00:00:00,7.9,81.91,13.4,Açık
Izmir,2025-05-02 08:00:00:00,9.4,74.53,13.2,Açık
Izmir,2025-05-02 09:00:00:00,11.0,67.9,13.0,Açık
Izmir,2025-05-02 10:00:00:00,12.8,59.88,12.7,Açık
Izmir,2025-05-02 11:00:00:00,14.6,52.9,12.5,Açık
Izmir,2025-05-02 12:00:00:00,16.4,46.81,12.2,Açık
Izmir,2025-05-02 13:00:00:00,17.1,43.66,11.5,Açık
Izmir,2025-05-02 14:00:00:00,17.9,40.73,10.8,Açık
Izmir,2025-05-02 15:00:00:00,18.7,38.01,10.1,Açık
Izmir,2025-05-02 16:00:00:00,18.7,37.49,9.6,Açık
Izmir,2025-05-02 17:00:00:00,18.7,36.98,9.1,Açık
Izmir,2025-05-02 18:00:00:00,18.8,36.47,8.6,Parçalı Bulutlu
Izmir,2025-05-02 19:00:00:00,17.1,41.77,7.7,Parçalı Bulutlu
Izmir,2025-05-02 20:00:00:00,15.5,47.89,6.7,Parçalı Bulutlu
Izmir,2025-05-02 21:00:00:00,13.9,54.97,5.8,Bulutlu
Izmir,2025-05-02 22:00:00:00,13.3,55.71,6.6,Bulutlu
Izmir,2025-05-02 23:00:00:00,12.7,56.47,7.4,Bulutlu
Izmir,2025-05-03 00:00:00:00,12.1,57.25,8.3,Bulutlu
Izmir,2025-05-03 01:00:00:00,11.8,57.04,8.6,Bulutlu
Izmir,2025-05-03 02:00:00:00,11.5,56.83,9.0,Bulutlu
Izmir,2025-05-03 03:00:00:00,11.2,56.62,9.4,Bulutlu
Izmir,2025-05-03 04:00:00:00,11.1,54.89,9.0,Bulutlu
Izmir,2025-05-03 05:00:00:00,11.1,53.22,8.6,Bulutlu
Izmir,2025-05-03 06:00:00:00,11.1,51.58,8.3,Bulutlu
Izmir,2025-05-03 07:00:00:00,11.5,52.33,7.6,Bulutlu
Izmir,2025-05-03 08:00:00:00,12.0,53.08,6.8,Bulutlu
Izmir,2025-05-03 09:00:00:00,12.5,53.84,6.1,Bulutlu
Izmir,2025-05-03 10:00:00:00,13.3,51.46,5.0,Bulutlu
Izmir,2025-05-03 11:00:00:00,14.1,49.21,4.0,Bulutlu
Izmir,2025-05-03 12:00:00:00,15.0,47.07,2.9,Bulutlu
Izmir,2025-05-03 13:00:00:00,15.6,45.52,2.5,Bulutlu
Izmir,2025-05-03 14:00:00:00,16.3,44.04,2.2,Bulutlu
Izmir,2025-05-03 15:00:00:00,17.0,42.61,1.8,Bulutlu
Izmir,2025-05-03 16:00:00:00,17.0,43.21,3.4,Bulutlu
Izmir,2025-05-03 17:00:00:00,17.0,43.82,4.9,Bulutlu
Izmir,2025-05-03 18:00:00:00,17.0,44.43,6.5,Bulutlu
Izmir,2025-05-03 19:00:00:00,15.6,50.32,7.1,Parçalı Bulutlu
Izmir,2025-05-03 20:00:00:00,14.3,57.02,7.7,Parçalı Bulutlu
Izmir,2025-05-03 21:00:00:00,13.0,64.66,8.3,Açık
Izmir,2025-05-03 22:00:00:00,12.2,65.1,9.2,Açık
Izmir,2025-05-03 23:00:00:00,11.5,65.54,10.2,Açık
Izmir,2025-05-04 00:00:00:00,10.8,65.99,11.2,Açık
Izmir,2025-05-04 01:00:00:00,10.2,67.43,11.4,Açık
Izmir,2025-05-04 02:00:00:00,9.7,68.91,11.6,Açık
Izmir,2025-05-04 03:00:00:00,9.2,70.43,11.9,Açık
Izmir,2025-05-04 04:00:00:00,8.7,70.51,11.9,Açık
Izmir,2025-05-04 05:00:00:00,8.3,70.59,11.9,Açık
Izmir,2025-05-04 06:00:00:00,7.9,70.67,11.9,Açık
Izmir,2025-05-04 07:00:00:00,9.1,66.08,12.1,Parçalı Bulutlu
Izmir,2025-05-04 08:00:00:00,10.3,61.84,12.4,Parçalı Bulutlu
Izmir,2025-05-04 09:00:00:00,11.5,57.91,12.6,Bulutlu
Izmir,2025-05-04 10:00:00:00,13.1,53.12,12.6,Bulutlu
Izmir,2025-05-04 11:00:00:00,14.7,48.78,12.6,Bulutlu
Izmir,2025-05-04 12:00:00:00,16.3,44.86,12.6,Bulutlu
Izmir,2025-05-04 13:00:00:00,17.3,41.33,12.4,Parçalı Bulutlu
Izmir,2025-05-04 14:00:00:00,18.3,38.1,12.1,Parçalı Bulutlu
Izmir,2025-05-04 15:00:00:00,19.4,35.13,11.9,Açık
Izmir,2025-05-04 16:00:00:00,19.2,35.58,13.0,Açık
Izmir,2025-05-04 17:00:00:00,19.0,36.04,14.0,Açık
Izmir,2025-05-04 18:00:00:00,18.9,36.5,15.1,Açık
Izmir,2025-05-04 19:00:00:00,16.9,42.88,14.4,Açık
Izmir,2025-05-04 20:00:00:00,14.9,50.46,13.7,Açık
Izmir,2025-05-04 21:00:00:00,12.9,59.49,13.0,Açık
Izmir,2025-05-04 22:00:00:00,12.1,62.42,12.8,Açık
Izmir,2025-05-04 23:00:00:00,11.3,65.5,12.7,Açık
Izmir,2025-05-05 00:00:00:00,10.6,68.76,12.6,Açık
Izmir,2025-05-05 01:00:00:00,9.9,71.24,12.4,Açık
Izmir,2025-05-05 02:00:00:00,9.4,73.83,12.1,Açık
Izmir,2025-05-05 03:00:00:00,8.8,76.52,11.9,Açık
Izmir,2025-05-05 04:00:00:00,8.4,77.0,12.1,Açık
Izmir,2025-05-05 05:00:00:00,8.2,77.5,12.4,Açık
Izmir,2025-05-05 06:00:00:00,7.9,77.99,12.6,Açık
Izmir,2025-05-05 07:00:00:00,9.3,70.96,12.5,Parçalı Bulutlu
Izmir,2025-05-05 08:00:00:00,10.8,64.63,12.4,Parçalı Bulutlu
Izmir,2025-05-05 09:00:00:00,12.3,58.93,12.2,Bulutlu
Izmir,2025-05-05 10:00:00:00,14.3,52.1,11.5,Bulutlu
Izmir,2025-05-05 11:00:00:00,16.3,46.15,10.8,Parçalı Bulutlu
Izmir,2025-05-05 12:00:00:00,18.4,40.96,10.1,Parçalı Bulutlu
Izmir,2025-05-05 13:00:00:00,19.5,36.68,9.7,Parçalı Bulutlu
Izmir,2025-05-05 14:00:00:00,20.6,32.85,9.4,Parçalı Bulutlu
Izmir,2025-05-05 15:00:00:00,21.7,29.43,9.0,Parçalı Bulutlu
Izmir,2025-05-05 16:00:00:00,21.4,29.43,8.9,Parçalı Bulutlu
Izmir,2025-05-05 17:00:00:00,21.2,29.44,8.8,Parçalı Bulutlu
Izmir,2025-05-05 18:00:00:00,21.0,29.44,8.6,Parçalı Bulutlu
Izmir,2025-05-05 19:00:00:00,19.3,33.82,6.7,Parçalı Bulutlu
Izmir,2025-05-05 20:00:00:00,17.6,38.89,4.8,Parçalı Bulutlu
Izmir,2025-05-05 21:00:00:00,16.0,44.77,2.9,Parçalı Bulutlu
Izmir,2025-05-05 22:00:00:00,15.4,45.68,2.8,Parçalı Bulutlu
Izmir,2025-05-05 23:00:00:00,14.9,46.61,2.6,Parçalı Bulutlu
Izmir,2025-05-06 00:00:00:00,14.4,47.57,2.5,Parçalı Bulutlu
Izmir,2025-05-06 01:00:00:00,14.1,48.73,2.3,Parçalı Bulutlu
Izmir,2025-05-06 02:00:00:00,13.8,49.92,2.0,Parçalı Bulutlu
Izmir,2025-05-06 03:00:00:00,13.5,51.15,1.8,Bulutlu
Izmir,2025-05-06 04:00:00:00,13.2,51.56,2.6,Bulutlu
Izmir,2025-05-06 05:00:00:00,13.0,51.99,3.5,Bulutlu
Izmir,2025-05-06 06:00:00:00,12.8,52.42,4.3,Bulutlu
Izmir,2025-05-06 07:00:00:00,14.3,48.33,3.5,Bulutlu
Izmir,2025-05-06 08:00:00:00,15.8,44.61,2.6,Bulutlu
Izmir,2025-05-06 09:00:00:00,17.3,41.22,1.8,Bulutlu
Izmir,2025-05-06 10:00:00:00,18.6,37.21,3.6,Bulutlu
Izmir,2025-05-06 11:00:00:00,20.0,33.62,5.4,Bulutlu
Izmir,2025-05-06 12:00:00:00,21.4,30.4,7.2,Bulutlu
Izmir,2025-05-06 13:00:00:00,21.8,29.96,8.6,Bulutlu
Izmir,2025-05-06 14:00:00:00,22.2,29.52,10.1,Bulutlu
Izmir,2025-05-06 15:00:00:00,22.7,29.09,11.5,Bulutlu
Izmir,2025-05-06 16:00:00:00,21.8,31.47,11.2,Bulutlu
Izmir,2025-05-06 17:00:00:00,20.9,34.05,10.8,Bulutlu
Izmir,2025-05-06 18:00:00:00,20.1,36.85,10.4,Bulutlu
Izmir,2025-05-06 19:00:00:00,19.0,39.29,9.0,Bulutlu
Izmir,2025-05-06 20:00:00:00,18.0,41.92,7.6,Bulutlu
Izmir,2025-05-06 21:00:00:00,17.0,44.74,6.1,Bulutlu
Izmir,2025-05-06 22:00:00:00,16.2,46.34,5.5,Bulutlu
Izmir,2025-05-06 23:00:00:00,15.5,48.0,4.9,Bulutlu
